Time,ETH / USD Denominated Closing Price
2015-08-08,1.19999
2015-08-09,1.19999
2015-08-10,1.19999
2015-08-11,0.99
2015-08-12,1.288
2015-08-13,1.8848
2015-08-14,1.79504416247808
2015-08-15,1.78222244301578
2015-08-16,1.53307377556984
2015-08-17,1.29638
2015-08-18,1.08418656925774
2015-08-19,1.24
2015-08-20,1.5218
2015-08-21,1.43588
2015-08-22,1.4
2015-08-23,1.35
2015-08-24,1.23804
2015-08-25,1.27119
2015-08-26,1.18
2015-08-27,1.13646
2015-08-28,1.295
2015-08-29,1.179
2015-08-30,1.32
2015-08-31,1.30651
2015-09-01,1.36
2015-09-02,1.30828087083577
2015-09-03,1.23357
2015-09-04,1.23357
2015-09-05,1.36287107188779
2015-09-06,1.34
2015-09-07,1.27561
2015-09-08,1.26349378725891
2015-09-09,1.21
2015-09-10,1.1857
2015-09-11,0.927715708357686
2015-09-12,1.14639
2015-09-13,0.88557
2015-09-14,0.955
2015-09-15,0.95
2015-09-16,0.93634
2015-09-17,0.875
2015-09-18,0.85226
2015-09-19,0.883689479836353
2015-09-20,0.94116
2015-09-21,0.94116
2015-09-22,0.80588
2015-09-23,0.91
2015-09-24,0.8
2015-09-25,0.68233
2015-09-26,0.77032
2015-09-27,0.700769905318527
2015-09-28,0.604208065458796
2015-09-29,0.68163
2015-09-30,0.713644313851549
2015-10-01,0.654722555230859
2015-10-02,0.66467
2015-10-03,0.6796
2015-10-04,0.60954
2015-10-05,0.60777
2015-10-06,0.65114
2015-10-07,0.6
2015-10-08,0.633798841028638
2015-10-09,0.635190847457627
2015-10-10,0.635190847457627
2015-10-11,0.59931
2015-10-12,0.63
2015-10-13,0.601639343658679
2015-10-14,0.483236302162478
2015-10-15,0.559861985973115
2015-10-16,0.525
2015-10-17,0.52299
2015-10-18,0.505
2015-10-19,0.499479725306838
2015-10-20,0.440034716540035
2015-10-21,0.42
2015-10-22,0.546183513734658
2015-10-23,0.56491
2015-10-24,0.55606
2015-10-25,0.624364857977791
2015-10-26,0.700519544126242
2015-10-27,0.83
2015-10-28,0.99
2015-10-29,1.17940672121566
2015-10-30,1.12067336586791
2015-10-31,0.889342571595558
2015-11-01,0.99
2015-11-02,0.9878
2015-11-03,1.04736265341905
2015-11-04,0.799
2015-11-05,0.87638
2015-11-06,0.959652834599649
2015-11-07,0.911850192869667
2015-11-08,1
2015-11-09,0.998
2015-11-10,0.901914669783752
2015-11-11,0.750047340736411
2015-11-12,0.88
2015-11-13,0.89998421975453
2015-11-14,0.88
2015-11-15,0.91
2015-11-16,0.914427235534775
2015-11-17,0.999284628872005
2015-11-18,0.996753607247224
2015-11-19,0.94
2015-11-20,0.92
2015-11-21,0.96
2015-11-22,0.97
2015-11-23,0.92
2015-11-24,0.910014781998831
2015-11-25,0.87
2015-11-26,0.858832719462303
2015-11-27,0.88
2015-11-28,0.907557786090006
2015-11-29,0.87
2015-11-30,0.88
2015-12-01,0.863293395675044
2015-12-02,0.82
2015-12-03,0.83
2015-12-04,0.84
2015-12-05,0.86993
2015-12-06,0.82499
2015-12-07,0.78994398012858
2015-12-08,0.79461
2015-12-09,0.80511
2015-12-10,0.84374
2015-12-11,0.899800105201637
2015-12-12,0.96
2015-12-13,0.91994
2015-12-14,0.99
2015-12-15,1
2015-12-16,0.8671
2015-12-17,0.94
2015-12-18,0.9
2015-12-19,0.893520944476914
2015-12-20,0.96
2015-12-21,0.91
2015-12-22,0.88
2015-12-23,0.87093
2015-12-24,0.87
2015-12-25,0.865924904734074
2015-12-26,0.853
2015-12-27,0.86893
2015-12-28,0.842445938047925
2015-12-29,0.86
2015-12-30,0.896515517241379
2015-12-31,0.94884
2016-01-01,0.92037
2016-01-02,0.94999
2016-01-03,0.957062928112215
2016-01-04,0.95
2016-01-05,0.9426
2016-01-06,0.95
2016-01-07,0.939947483343074
2016-01-08,0.985
2016-01-09,0.969910045587376
2016-01-10,1
2016-01-11,1.07090673290473
2016-01-12,1.17745
2016-01-13,1.13743
2016-01-14,1.16592069608416
2016-01-15,1.29089104734074
2016-01-16,1.21179
2016-01-17,1.31093687901812
2016-01-18,1.46624418176505
2016-01-19,1.35304659848042
2016-01-20,1.45662153009936
2016-01-21,1.49593
2016-01-22,1.52
2016-01-23,2.01225053594389
2016-01-24,2.1013847849211
2016-01-25,2.53372158971362
2016-01-26,2.38058670368206
2016-01-27,2.40130981823495
2016-01-28,2.54645331911163
2016-01-29,2.48763545119813
2016-01-30,2.44067
2016-01-31,2.24267177966102
2016-02-01,2.16739736703682
2016-02-02,2.44653
2016-02-03,2.53
2016-02-04,2.55007
2016-02-05,2.56451
2016-02-06,2.54902
2016-02-07,2.89807110052601
2016-02-08,3.18377219345412
2016-02-09,3.89347676504968
2016-02-10,4.37768284453536
2016-02-11,5.87194032261835
2016-02-12,5.47040384395091
2016-02-13,5.21879062419638
2016-02-14,5.15584398305085
2016-02-15,5.15268737580363
2016-02-16,4.26236679544126
2016-02-17,3.81098028872005
2016-02-18,4.366827735827
2016-02-19,4.58564058328463
2016-02-20,4.35048920105202
2016-02-21,4.62442860549386
2016-02-22,5.59370853594389
2016-02-23,5.60993619696084
2016-02-24,6.23428100935126
2016-02-25,6.07227434482759
2016-02-26,5.87555043717125
2016-02-27,6.31073388778492
2016-02-28,6.49883606838106
2016-02-29,6.33325343074226
2016-03-01,7.52637569959088
2016-03-02,8.51878790765634
2016-03-03,9.28491024430157
2016-03-04,9.97869814319112
2016-03-05,10.7510062758621
2016-03-06,10.9844067209234
2016-03-07,9.47688401578024
2016-03-08,9.7728496277031
2016-03-09,11.8170986516657
2016-03-10,11.1656511233197
2016-03-11,11.122905396844
2016-03-12,13.283658818235
2016-03-13,14.3400544862653
2016-03-14,12.311385849211
2016-03-15,13.0422990222092
2016-03-16,12.7028209514904
2016-03-17,11.0503306107539
2016-03-18,10.8461398468732
2016-03-19,10.5016330590298
2016-03-20,10.2405717878434
2016-03-21,11.8347655233781
2016-03-22,11.2960089403857
2016-03-23,12.4052275651666
2016-03-24,11.167820943308
2016-03-25,10.6561121274109
2016-03-26,11.0021322945646
2016-03-27,10.3864397071888
2016-03-28,11.6568222752776
2016-03-29,11.6889505213326
2016-03-30,11.8662580976037
2016-03-31,11.3805020005845
2016-04-01,11.634682565751
2016-04-02,11.6253264757452
2016-04-03,11.6097399362946
2016-04-04,11.1254464348334
2016-04-05,10.4364448877849
2016-04-06,10.7240740794857
2016-04-07,10.0923154412624
2016-04-08,9.71449246171829
2016-04-09,9.10883037872589
2016-04-10,8.87182292402104
2016-04-11,8.69525671537113
2016-04-12,7.4949641735827
2016-04-13,8.04542446054939
2016-04-14,8.45583827527761
2016-04-15,8.21057201344243
2016-04-16,8.57401139099942
2016-04-17,9.33850245178258
2016-04-18,8.98708852425482
2016-04-19,8.74754864932788
2016-04-20,8.50508721332554
2016-04-21,8.15181716540035
2016-04-22,7.90673911747516
2016-04-23,8.41247736469901
2016-04-24,8.00785114552893
2016-04-25,7.51964895265927
2016-04-26,7.43243647223846
2016-04-27,7.79292508533022
2016-04-28,7.25401684395091
2016-04-29,7.4498408755114
2016-04-30,8.81711589421391
2016-05-01,8.77974883343074
2016-05-02,10.0712527831677
2016-05-03,9.36254626475746
2016-05-04,9.37736405669199
2016-05-05,9.76751992986558
2016-05-06,9.37613761835184
2016-05-07,9.38955362945646
2016-05-08,9.50255639976622
2016-05-09,9.35556831794272
2016-05-10,9.39206859146698
2016-05-11,9.93194304792519
2016-05-12,10.0866100637054
2016-05-13,10.6019870642899
2016-05-14,10.2316977346581
2016-05-15,9.98070815254237
2016-05-16,11.114176936879
2016-05-17,12.1861296873174
2016-05-18,13.3669491794272
2016-05-19,14.4955469053185
2016-05-20,13.6553194693162
2016-05-21,14.0069761648159
2016-05-22,14.2251007592051
2016-05-23,13.3380535230859
2016-05-24,12.7534579099942
2016-05-25,12.5230016165985
2016-05-26,12.5269520222092
2016-05-27,11.2072346171829
2016-05-28,11.8741358088837
2016-05-29,12.382008962595
2016-05-30,12.6808595523086
2016-05-31,14.0467417369959
2016-06-01,13.9132192115722
2016-06-02,13.8279425201636
2016-06-03,13.8905734938632
2016-06-04,13.7240073641146
2016-06-05,13.932690873758
2016-06-06,13.9915409222677
2016-06-07,14.5364203635301
2016-06-08,14.5036702378726
2016-06-09,14.4792054728229
2016-06-10,13.9494789590883
2016-06-11,14.2295804792519
2016-06-12,15.7741600157802
2016-06-13,17.6730242136178
2016-06-14,18.7374935756867
2016-06-15,18.4093292127411
2016-06-16,20.728866373758
2016-06-17,15.4545176265342
2016-06-18,11.2595861858562
2016-06-19,12.3184533749269
2016-06-20,11.6931481367621
2016-06-21,13.0507380344828
2016-06-22,13.2261549602572
2016-06-23,13.7982121712449
2016-06-24,14.3846063056692
2016-06-25,14.348954899474
2016-06-26,13.8508364576271
2016-06-27,14.0692094097019
2016-06-28,12.1880433097604
2016-06-29,12.7123285505552
2016-06-30,12.4567760923437
2016-07-01,12.2765263693746
2016-07-02,12.1115057475161
2016-07-03,11.808243704851
2016-07-04,11.4185644190532
2016-07-05,10.5196850140269
2016-07-06,10.5590482302747
2016-07-07,10.1132561992987
2016-07-08,11.3497097738165
2016-07-09,10.9529740350672
2016-07-10,10.9615454120397
2016-07-11,10.5665038094681
2016-07-12,10.5533483343074
2016-07-13,10.4472725622443
2016-07-14,11.5363697253068
2016-07-15,11.9935055680888
2016-07-16,11.7186658790181
2016-07-17,11.256689301578
2016-07-18,11.082677006429
2016-07-19,11.6756251139684
2016-07-20,12.5035100672122
2016-07-21,12.7455916423144
2016-07-22,14.824882893045
2016-07-23,14.4444565990649
2016-07-24,12.7206305338983
2016-07-25,13.8402949456458
2016-07-26,11.9632849389246
2016-07-27,13.0615638901227
2016-07-28,12.8882031560491
2016-07-29,12.8780128211572
2016-07-30,12.5187606575102
2016-07-31,11.9461159415546
2016-08-01,11.0070294517826
2016-08-02,8.35610662244301
2016-08-03,10.5420244903565
2016-08-04,11.2604717407949
2016-08-05,11.1665537159556
2016-08-06,10.9901114880187
2016-08-07,11.0233006756283
2016-08-08,11.3098848924605
2016-08-09,12.3070738457043
2016-08-10,12.094597383986
2016-08-11,11.7053606078317
2016-08-12,11.7980366867329
2016-08-13,11.5771173313852
2016-08-14,11.2605888357686
2016-08-15,11.1594932787843
2016-08-16,11.1599375049679
2016-08-17,10.8013383448276
2016-08-18,10.7569965517241
2016-08-19,10.7463138515488
2016-08-20,11.2954566779661
2016-08-21,11.1615502969024
2016-08-22,11.0871430450029
2016-08-23,10.9988015020456
2016-08-24,11.0160879602572
2016-08-25,11.3389093699591
2016-08-26,11.2794702279369
2016-08-27,11.1837917556984
2016-08-28,11.0071141431911
2016-08-29,10.9581454997078
2016-08-30,11.2509861542957
2016-08-31,11.6065258129749
2016-09-01,12.1157511525424
2016-09-02,12.1418857457627
2016-09-03,11.8944626241964
2016-09-04,11.7517066943308
2016-09-05,11.7740570724722
2016-09-06,11.7258868883694
2016-09-07,11.586400940678
2016-09-08,11.4100041174752
2016-09-09,11.6603326066628
2016-09-10,12.1512841496201
2016-09-11,11.6625664564582
2016-09-12,11.9029244231444
2016-09-13,11.9358937463472
2016-09-14,11.9219326843951
2016-09-15,11.9770412472238
2016-09-16,12.6065540923437
2016-09-17,12.8097695207481
2016-09-18,12.4434286271186
2016-09-19,13.0277880993571
2016-09-20,14.7165246510812
2016-09-21,13.7703979170076
2016-09-22,13.1966770894214
2016-09-23,13.3695272238457
2016-09-24,12.9613744593805
2016-09-25,13.085549912332
2016-09-26,12.862145917592
2016-09-27,13.0980911209819
2016-09-28,13.3183411092928
2016-09-29,13.133496025716
2016-09-30,13.2596977603741
2016-10-01,13.2374148895383
2016-10-02,13.2839713617767
2016-10-03,13.5005305698422
2016-10-04,13.3260360841613
2016-10-05,13.0834668217417
2016-10-06,12.8729818819404
2016-10-07,12.6904481753361
2016-10-08,12.2435036364699
2016-10-09,12.0857872589129
2016-10-10,11.7732482127411
2016-10-11,11.7647782507306
2016-10-12,11.8266073921683
2016-10-13,11.9585693606078
2016-10-14,11.9049818819404
2016-10-15,11.957119257744
2016-10-16,11.96180171128
2016-10-17,11.9689210987727
2016-10-18,12.5500731595558
2016-10-19,11.9925057539451
2016-10-20,12.0624716101695
2016-10-21,12.0819085330216
2016-10-22,12.043858585038
2016-10-23,11.9570144576271
2016-10-24,11.9264431618936
2016-10-25,11.3266441046172
2016-10-26,11.4940479836353
2016-10-27,11.4758968591467
2016-10-28,11.1283608649912
2016-10-29,10.4133396382233
2016-10-30,11.2365086464056
2016-10-31,10.976982628872
2016-11-01,10.8072025587376
2016-11-02,10.8340809251899
2016-11-03,10.8688609450614
2016-11-04,11.1541980824079
2016-11-05,11.1425230835769
2016-11-06,10.9939136177674
2016-11-07,10.9156866861485
2016-11-08,10.8588094389246
2016-11-09,10.6574666475745
2016-11-10,10.5204114956166
2016-11-11,10.290054452367
2016-11-12,9.88841032670953
2016-11-13,10.1176767387493
2016-11-14,10.0172283571011
2016-11-15,10.2417277703098
2016-11-16,10.0225825832846
2016-11-17,9.93872796025716
2016-11-18,9.51819493395675
2016-11-19,9.7004858679135
2016-11-20,9.58891222559906
2016-11-21,9.53756317708942
2016-11-22,9.85380703156049
2016-11-23,9.79015008942139
2016-11-24,9.22138124488603
2016-11-25,9.41386307305669
2016-11-26,9.31205627118644
2016-11-27,8.91463851198129
2016-11-28,8.68169444944477
2016-11-29,8.16833660783168
2016-11-30,8.60721732904734
2016-12-01,8.45638715955582
2016-12-02,7.67124288720047
2016-12-03,7.89398178550555
2016-12-04,7.47449172238457
2016-12-05,6.73351910169491
2016-12-06,7.7770034289889
2016-12-07,8.35538933781414
2016-12-08,8.26426946493279
2016-12-09,8.49242592811222
2016-12-10,8.12186280713033
2016-12-11,8.2296987445938
2016-12-12,8.52116493980129
2016-12-13,8.41006104558737
2016-12-14,8.239893685564
2016-12-15,7.81254800701344
2016-12-16,7.8575081987142
2016-12-17,7.79680409760374
2016-12-18,7.90739229719462
2016-12-19,7.60991483635301
2016-12-20,7.62558996580947
2016-12-21,7.88992567153711
2016-12-22,7.58389207481006
2016-12-23,7.16697962127411
2016-12-24,7.24266080187025
2016-12-25,7.20134819403857
2016-12-26,7.24033197545295
2016-12-27,7.15374168614845
2016-12-28,7.62361589012274
2016-12-29,8.30259408708358
2016-12-30,8.21893582700175
2016-12-31,8.12632962185856
2017-01-01,8.17785176797195
2017-01-02,8.3784564868498
2017-01-03,9.69747177030976
2017-01-04,11.0686323909994
2017-01-05,10.2247939114553
2017-01-06,10.1258320169492
2017-01-07,9.92474459380479
2017-01-08,10.4385973290473
2017-01-09,10.3648285651666
2017-01-10,10.6283672121566
2017-01-11,9.97243464874343
2017-01-12,9.77226410344828
2017-01-13,9.81302504967855
2017-01-14,9.77886792986558
2017-01-15,9.87137750146113
2017-01-16,9.61363526943308
2017-01-17,10.2436392735243
2017-01-18,10.2417576405611
2017-01-19,10.4345745926359
2017-01-20,10.6508334517826
2017-01-21,10.9621638223261
2017-01-22,10.7040929427236
2017-01-23,10.7988108357686
2017-01-24,10.545993207481
2017-01-25,10.5133496668615
2017-01-26,10.6258650140269
2017-01-27,10.5341234798364
2017-01-28,10.5638735827002
2017-01-29,10.4949952659264
2017-01-30,10.5793407966102
2017-01-31,10.7060901987142
2017-02-01,10.7228105669199
2017-02-02,10.8279625645821
2017-02-03,10.9571067597896
2017-02-04,11.3959769257744
2017-02-05,11.2444300976037
2017-02-06,11.3366601163063
2017-02-07,11.4869003085915
2017-02-08,11.4007932261835
2017-02-09,10.9898948129749
2017-02-10,11.3733687919345
2017-02-11,11.4835259848042
2017-02-12,11.4637379637639
2017-02-13,11.3888621858562
2017-02-14,13.0940965563998
2017-02-15,13.0142665108124
2017-02-16,12.8854819877265
2017-02-17,12.774232597896
2017-02-18,12.8982752191701
2017-02-19,12.8614133553478
2017-02-20,12.7023435815313
2017-02-21,12.8127439205143
2017-02-22,12.7348605955582
2017-02-23,13.2532427001753
2017-02-24,13.1775699006429
2017-02-25,13.6454301665693
2017-02-26,14.6590073091759
2017-02-27,15.6568423302162
2017-02-28,15.6533547393337
2017-03-01,17.2656843547633
2017-03-02,19.204561207481
2017-03-03,19.6547031858562
2017-03-04,18.6842248883694
2017-03-05,19.3011112244302
2017-03-06,19.7310337568673
2017-03-07,18.8391078433665
2017-03-08,16.6778201776739
2017-03-09,17.798087509059
2017-03-10,19.1809420046756
2017-03-11,21.4462162478083
2017-03-12,23.2196188281707
2017-03-13,28.5448137270602
2017-03-14,28.5762455482174
2017-03-15,34.6731720058445
2017-03-16,44.7765893758036
2017-03-17,44.127845295149
2017-03-18,32.2416653909994
2017-03-19,43.3432976668615
2017-03-20,41.8270432928112
2017-03-21,42.3989190461718
2017-03-22,41.1990631186441
2017-03-23,43.140975748685
2017-03-24,52.9880817066043
2017-03-25,50.1573111630625
2017-03-26,50.380642766803
2017-03-27,48.8407655622443
2017-03-28,50.2165826206897
2017-03-29,52.9549353074226
2017-03-30,51.8379855821157
2017-03-31,50.0319167153711
2017-04-01,50.6856101426067
2017-04-02,48.7942622232613
2017-04-03,44.1242026744594
2017-04-04,44.2334705575687
2017-04-05,45.345952899474
2017-04-06,43.2308226411455
2017-04-07,42.4313812974869
2017-04-08,44.6247199088253
2017-04-09,43.9210733267095
2017-04-10,43.9867391759205
2017-04-11,43.9088074582116
2017-04-12,46.356845351841
2017-04-13,49.9132952574518
2017-04-14,47.1097739795441
2017-04-15,49.1234506072472
2017-04-16,48.1771319462303
2017-04-17,47.8490843132671
2017-04-18,49.8912425108124
2017-04-19,48.0668974666862
2017-04-20,49.3441459731151
2017-04-21,48.5441502594974
2017-04-22,48.6126565376973
2017-04-23,48.8707930379895
2017-04-24,50.1052582127411
2017-04-25,50.2949234336645
2017-04-26,53.5068268007014
2017-04-27,63.3839737416715
2017-04-28,73.2896960841613
2017-04-29,70.4783451390999
2017-04-30,80.5040275862069
2017-05-01,78.3656599269433
2017-05-02,77.6578077147867
2017-05-03,81.155050748685
2017-05-04,95.4461979970777
2017-05-05,91.2619477144945
2017-05-06,95.5202134447691
2017-05-07,76.6355311633548
2017-05-08,89.3967222244301
2017-05-09,86.2167880181181
2017-05-10,88.0493733267096
2017-05-11,88.2398370724722
2017-05-12,85.485073163647
2017-05-13,88.2832749123319
2017-05-14,89.4800016691993
2017-05-15,90.8514018176505
2017-05-16,88.2582728825248
2017-05-17,86.8320563541789
2017-05-18,95.83543393045
2017-05-19,124.608196428989
2017-05-20,124.620777756867
2017-05-21,147.731762711864
2017-05-22,153.63485777557
2017-05-23,169.076412100526
2017-05-24,191.874668920514
2017-05-25,180.691296002338
2017-05-26,164.60314556692
2017-05-27,155.72604947107
2017-05-28,173.216734450029
2017-05-29,193.881140413501
2017-05-30,228.073706624196
2017-05-31,229.102651646406
2017-06-01,220.986285654588
2017-06-02,221.467074215663
2017-06-03,224.307389632379
2017-06-04,245.468700092928
2017-06-05,248.05642671128
2017-06-06,264.404235562244
2017-06-07,256.981876225599
2017-06-08,258.372808144944
2017-06-09,278.428987158387
2017-06-10,344.951987142022
2017-06-11,344.026909994155
2017-06-12,389.19372150789
2017-06-13,387.25153943834
2017-06-14,341.446636869375
2017-06-15,342.119337795441
2017-06-16,352.629732300117
2017-06-17,368.03726914436
2017-06-18,350.534463086499
2017-06-19,357.681361649328
2017-06-20,349.288913500877
2017-06-21,320.277859038574
2017-06-22,320.145963176505
2017-06-23,325.991536277031
2017-06-24,304.768927811221
2017-06-25,276.242345104617
2017-06-26,255.033414298656
2017-06-27,281.08192129398
2017-06-28,317.776258400351
2017-06-29,293.999290413793
2017-06-30,276.846878461718
2017-07-01,261.219362042665
2017-07-02,286.533256667446
2017-07-03,276.381727718293
2017-07-04,269.404834744594
2017-07-05,266.262281550555
2017-07-06,266.656013065459
2017-07-07,240.161421859147
2017-07-08,244.196069263004
2017-07-09,237.960754773232
2017-07-10,203.667605391584
2017-07-11,192.891972717709
2017-07-12,220.375114831385
2017-07-13,205.861691116014
2017-07-14,197.24683492519
2017-07-15,170.574619883109
2017-07-16,155.12095854062
2017-07-17,189.221658703682
2017-07-18,228.78765892519
2017-07-19,191.651705937463
2017-07-20,224.107144172414
2017-07-21,216.214063375804
2017-07-22,231.983774798363
2017-07-23,228.563602995324
2017-07-24,225.714163052016
2017-07-25,204.267246499123
2017-07-26,202.456667746347
2017-07-27,202.88998441204
2017-07-28,191.488124044418
2017-07-29,205.994907945646
2017-07-30,196.771915156049
2017-07-31,200.760819609001
2017-08-01,225.735534699591
2017-08-02,217.584664142607
2017-08-03,224.028898297195
2017-08-04,221.471094210403
2017-08-05,248.939666132671
2017-08-06,266.031145936879
2017-08-07,269.646053845704
2017-08-08,294.522035516072
2017-08-09,296.828835021625
2017-08-10,301.437411189947
2017-08-11,309.864902527177
2017-08-12,309.254121247516
2017-08-13,297.04311033986
2017-08-14,299.899655571596
2017-08-15,286.238491115137
2017-08-16,300.581495599649
2017-08-17,301.525778841613
2017-08-18,292.570930255406
2017-08-19,294.006381612507
2017-08-20,297.946730439509
2017-08-21,320.268020935126
2017-08-22,314.667140353594
2017-08-23,317.911476100818
2017-08-24,324.404678510228
2017-08-25,330.229825942724
2017-08-26,332.432620397428
2017-08-27,345.159394547049
2017-08-28,347.312148939801
2017-08-29,373.270473714202
2017-08-30,385.096362653419
2017-08-31,388.628983109293
2017-09-01,391.600977030976
2017-09-02,349.100817241379
2017-09-03,352.873988895383
2017-09-04,313.259609643483
2017-09-05,321.673799707773
2017-09-06,338.424651081239
2017-09-07,336.414099064874
2017-09-08,310.01521244886
2017-09-09,305.233473699591
2017-09-10,301.328705435418
2017-09-11,298.009521917008
2017-09-12,293.927871127995
2017-09-13,276.957384570427
2017-09-14,225.336907948568
2017-09-15,258.900247808299
2017-09-16,255.184495616599
2017-09-17,259.595284921099
2017-09-18,296.59002980713
2017-09-19,284.68624050263
2017-09-20,284.783950029223
2017-09-21,258.71685534775
2017-09-22,263.592519286967
2017-09-23,285.098802746932
2017-09-24,284.710706604325
2017-09-25,294.606179135009
2017-09-26,288.873323495032
2017-09-27,310.386890707189
2017-09-28,302.473999707773
2017-09-29,291.483834891876
2017-09-30,301.653574810053
